biosample_id original_sample_name
30528 ST1_2690_1_BM
30529 ST1_2689_1_BM
30530 ST1_2691_1_BM
30531 ST1_2692_1_BM
30532 ST1_2694_1_BM
30533 ST1_2695_1_BM
30534 ST1_2696_1_BM
30535 ST1_2697_1_BM
30536 ST1_2698_1_BM
30537 ST1_2702_1_BM
30538 ST1_2699_1_BM
30539 ST1_2700_1_BM
30540 ST1_2705_1_BM
30541 ST1_2706_1_BM
30542 ST1_2709_1_BM
30543 ST1_2716_1_BM
30544 ST1_2711_1_BM
30545 ST1_2717_1_BM
30546 ST1_2718_1_BM
30547 ST1_2719_1_BM
30548 ST1_2720_1_BM
30549 ST1_2721_1_BM
30550 ST1_2727_1_BM
30551 ST1_2722_1_BM
30552 ST1_2723_1_BM
30553 ST1_2728_1_BM
30554 ST1_2729_1_BM
30555 ST1_2731_1_BM
30556 ST1_2732_1_BM
30557 ST1_2733_1_BM
30558 ST1_2734_1_BM
30559 ST1_2737_1_BM
30560 ST1_2739_1_BM
30561 ST1_2742_1_BM
30562 ST1_2740_1_BM
30563 ST1_2743_1_BM
30564 ST1_2745_1_BM
30565 ST1_2746_1_BM
30566 ST1_2749_1_BM
30567 ST1_2750_1_BM
30568 ST1_2751_1_BM
30569 ST1_2754_1_BM
30570 ST1_2757_1_BM
30571 ST1_2760_1_BM
30572 ST1_2761_1_BM
30573 ST1_2762_1_BM
30574 ST1_2763_1_BM
30575 ST1_2764_1_BM
30576 ST1_2767_1_BM
30577 ST1_2769_1_BM
30578 ST1_2770_1_BM
30579 ST1_2772_1_BM
30580 ST1_2774_1_BM
30581 ST1_2776_1_BM
30582 ST1_2778_1_BM
30583 ST1_2779_1_BM
30584 ST1_2781_1_BM
30585 ST1_2782_1_BM
30586 ST1_2787_1_BM
30587 ST1_2788_1_BM
30588 ST1_2789_1_BM
30589 ST1_2793_1_BM
30590 ST1_2794_1_BM
30591 ST1_2795_1_BM
30592 ST1_2801_1_BM
30593 ST1_2799_1_BM
30594 ST1_2807_1_BM
30595 ST1_2808_1_BM
30596 ST1_2813_1_BM
30597 ST1_2814_1_BM
30598 ST1_2815_1_BM
30599 ST1_2816_1_BM
30600 ST1_2817_1_BM
30601 ST1_2818_1_BM
30602 ST1_2820_1_BM
30603 ST1_2822_1_BM
30604 ST1_2826_1_BM
30605 ST1_2827_1_BM
30606 ST1_2828_1_BM
30607 ST1_2829_1_BM
30608 ST1_2830_1_BM
30609 ST1_2831_1_BM
30610 ST1_2832_1_BM
30611 ST1_2836_1_BM
30612 ST1_2843_1_BM
30613 ST1_2847_1_BM
30614 ST1_2848_1_BM
30615 ST1_2851_1_BM
30616 ST1_2853_1_BM
30617 ST1_1496_1_PB
30618 ST1_1496_1_PB
30619 ST1_1496_3_PB
30620 ST1_1496_3_PB
30621 ST1_1655_1_PB
30622 ST1_1655_1_PB
30623 ST1_1772_1_PB
30624 ST1_1778_1_PB
30625 ST1_1778_1_PB
30626 ST1_1790_4_PB
30627 ST1_1790_4_PB
30628 ST1_1851_1_PB
30629 ST1_1851_1_PB
30630 ST1_1897_1_PB
30631 ST1_1897_1_PB
30632 ST1_1912_1_PB
30633 ST1_1912_1_PB
30634 ST1_1927_1_PB
30635 ST1_1927_1_PB
30636 ST1_1965_1_PB
30637 ST1_1965_1_PB
30638 ST1_1992_1_PB
30639 ST1_1992_1_PB
30640 ST1_2089_3_PB
30641 ST1_2125_1_PB
30642 ST1_2187_1_PB
30643 ST1_2187_1_PB
30644 ST1_2328_3_PB
30645 ST1_2401_1_PB
30646 ST1_2523_2_PB
30647 ST1_2523_2_PB
30648 ST1_2531_1_PB
30649 ST1_2531_1_PB
30650 ST1_2531_2_PB
30651 ST1_2531_2_PB
30652 ST1_2621_1_PB
30653 ST1_2621_1_PB
